randid,WONumber,WOStatus,WOType,Date_EventStart,Date_EventEnd,GeneralDesc,CompletionDesc,ProductionImpact_kWh,WarrantyClaim,Priority,Date_EventStart_Consistent,Date_EventEnd_Consistent,Dataset,Asset,CompletionActivity,FailureCategories,ImpactLevel,WarrantyType,InsuranceClaim,LaborEffort_Hrs,Cause,OpEventID,states,Commissioning_Date,FullDesc,FullDescCleaned,FullDescTokenized,FullDescEmbeds
C4S51,02614-INVT-OUT-531,Closed,Corrective,2018-02-02 10:00:00,2018-04-11 10:00:00,"Inverter is displaying ""low light"" alert and producing periodically.",Inverter Replaced. Replacement Scheduled 4/11/18. RMA 18102 created.,5075.52,,,2018-02-02 10:00:00,2018-04-11 10:00:00,C4,Inverter,,String Inverter Outage,Underperformance,,,,,,RI,2016-10-10,"Inverter is displaying ""low light"" alert and producing periodically.Inverter Replaced. Replacement Scheduled 4/11/18. RMA 18102 created.",inverter displaying low light alert producing periodically inverter replaced replacement scheduled rma created,"['inverter', 'displaying', 'low', 'light', 'alert', 'producing', 'periodically', 'inverter', 'replaced', 'replacement', 'scheduled', 'rma', 'created']","[(10, 2), (16, 1), (111, 1), (201, 1), (202, 1), (205, 1), (362, 1), (496, 1), (539, 1), (714, 1), (758, 1), (759, 1)]"
C3S214,WO-1069047,Completed,Corrective,10/6/2019 8:30 AM,10/7/2019 10:15 AM,IS-64 - Inverter A - Forced Outage. Inverter A offline at 8:45AM EST on 10/6. C4 does not have access to Eaton inverters at this time.. 019 - Unplanned outage/derate,Low coolant pressure fault. Serviced coolant system. Inverter came back online. Verified production with C4.,,,Critical,2019-10-06 08:30:00,2019-10-07 10:15:00,C3c,Inverter,05 - Refit(Reset),Failure Class 3 - single inverter off-line,Underperformance,,,3.68,019 - Unplanned outage/derate,OE-3320885,NC,2015-12-10,IS-64 - Inverter A - Forced Outage. Inverter A offline at 8:45AM EST on 10/6. C4 does not have access to Eaton inverters at this time.. 019 - Unplanned outage/derateLow coolant pressure fault. Serviced coolant system. Inverter came back online. Verified production with C4.,inverter forced outage inverter offline est c access eaton inverters time unplanned outage deratelow coolant pressure fault serviced coolant system inverter came back online verified production c,"['inverter', 'forced', 'outage', 'inverter', 'offline', 'est', 'c', 'access', 'eaton', 'inverters', 'time', 'unplanned', 'outage', 'deratelow', 'coolant', 'pressure', 'fault', 'serviced', 'coolant', 'system', 'inverter', 'came', 'back', 'online', 'verified', 'production', 'c']","[(3, 2), (8, 1), (10, 3), (11, 1), (13, 1), (15, 2), (17, 1), (25, 1), (27, 1), (29, 1), (66, 1), (69, 1), (82, 1), (124, 1), (144, 1), (254, 1), (271, 1), (331, 1), (444, 1), (597, 2), (760, 1), (761, 1)]"
C3S27,WO-00008463,Closed,Corrective Maintenance,2018-01-13 11:15:00,2018-01-15 12:45:00,Inverter 3-2-4 offline.. ,Unknown resolution. Issue appeared to self-resolve. No log entries.. ,,,,2018-01-13 11:15:00,2018-01-15 12:45:00,C3a,Central Inverter,Problem Self-Resolved,Production Outage,Production Outage,,,0.0,,,MA,2016-01-13,Inverter 3-2-4 offline.. Unknown resolution. Issue appeared to self-resolve. No log entries.. ,inverter offline unknown resolution issue appeared self resolve log entries,"['inverter', 'offline', 'unknown', 'resolution', 'issue', 'appeared', 'self', 'resolve', 'log', 'entries']","[(10, 1), (12, 1), (13, 1), (20, 1), (160, 1), (228, 1), (612, 1), (762, 1), (763, 1), (764, 1)]"
C3S34,WO-0188750,Cancelled,Corrective,2018-06-20 03:00:00,,Baker Point - Inverter 1.1 - DC zone monitoring offline. All CBs on inverter 1.1 stopped communicating around 0300 ET on 20-Jun. Inverter is still reading total DC power and inverter AC power.. 020 - Data/Communication System Outage,. TechDispatched: No,,No,Normal,2018-06-20 03:00:00:00,,C3b,Inverter,,"Failure Class 10 - equipment not off-line, no loss of production",Underperformance,,,0.0,020 - Data/Communication System Outage. ,,MD,2017-10-16,Baker Point - Inverter 1.1 - DC zone monitoring offline. All CBs on inverter 1.1 stopped communicating around 0300 ET on 20-Jun. Inverter is still reading total DC power and inverter AC power.. 020 - Data/Communication System Outage. TechDispatched: No,baker point inverter dc zone monitoring offline cbs inverter stopped communicating around et jun inverter still reading total dc power inverter ac power data communication system outage techdispatched,"['baker', 'point', 'inverter', 'dc', 'zone', 'monitoring', 'offline', 'cbs', 'inverter', 'stopped', 'communicating', 'around', 'et', 'jun', 'inverter', 'still', 'reading', 'total', 'dc', 'power', 'inverter', 'ac', 'power', 'data', 'communication', 'system', 'outage', 'techdispatched']","[(4, 1), (10, 4), (13, 1), (15, 1), (23, 1), (25, 1), (26, 1), (42, 2), (65, 1), (108, 2), (216, 1), (217, 1), (342, 1), (352, 1), (473, 1), (502, 1), (547, 1), (560, 1), (688, 1), (765, 1), (766, 1), (767, 1), (768, 1)]"
C3S202,WO-1074675,Completed,Corrective,2/22/2020 7:30 AM,2/24/2020 1:15 PM,"Mt. Olive - Inverter B - Forced Outage. Inverter B tripped offline during startup on 2/22. C4 cannot CURRENTLY connect to any of the inverters at this site, but normally we can. PF does shows 2 faults on the inverter under 01 and 04 Fault. Dispatch required.. 019 - Unplanned outage/derate",Inverter was in fault state. Visually inspected inverter found no defects. Power cycled inverter and it began normal operation. Verified production with C4.,,,High,2020-02-22 07:30:00,2020-02-24 13:15:00,C3c,Inverter,05 - Refit(Reset),Failure Class 3 - single inverter off-line,Underperformance,,,6.73,019 - Unplanned outage/derate,OE-5167302,NC,2015-05-19,"Mt. Olive - Inverter B - Forced Outage. Inverter B tripped offline during startup on 2/22. C4 cannot CURRENTLY connect to any of the inverters at this site, but normally we can. PF does shows 2 faults on the inverter under 01 and 04 Fault. Dispatch required.. 019 - Unplanned outage/derateInverter was in fault state. Visually inspected inverter found no defects. Power cycled inverter and it began normal operation. Verified production with C4.",mt olive inverter b forced outage inverter b tripped offline startup c currently connect inverters site normally pf shows faults inverter fault dispatch required unplanned outage derateinverter fault state visually inspected inverter found defects power cycled inverter began normal operation verified production c,"['mt', 'olive', 'inverter', 'b', 'forced', 'outage', 'inverter', 'b', 'tripped', 'offline', 'startup', 'c', 'currently', 'connect', 'inverters', 'site', 'normally', 'pf', 'shows', 'faults', 'inverter', 'fault', 'dispatch', 'required', 'unplanned', 'outage', 'derateinverter', 'fault', 'state', 'visually', 'inspected', 'inverter', 'found', 'defects', 'power', 'cycled', 'inverter', 'began', 'normal', 'operation', 'verified', 'production', 'c']","[(3, 2), (8, 1), (10, 5), (11, 1), (13, 1), (15, 2), (17, 1), (29, 1), (56, 1), (68, 2), (84, 1), (108, 1), (122, 1), (124, 1), (134, 1), (156, 1), (203, 1), (231, 1), (239, 1), (271, 2), (281, 1), (370, 1), (384, 1), (389, 1), (443, 1), (445, 1), (458, 1), (540, 1), (657, 1), (769, 1), (770, 1), (771, 1), (772, 1), (773, 1), (774, 1)]"
C3S66,WO-0230396,Completed,Corrective,2018-11-03 00:00:00,2018-11-05 09:10:00,IS-46 - Inverter W-A2-2 - Forced Outage. Inverter W-A2-2 faulted on 11-2-08 after 6pm once the plant was offline. Inverter did not start up with the rest of the plant on 11-3-18. 019 - Unplanned outage/derate,"W-A-2-2 Upon arriving found inverter in fault mode, checked HMI, it was a blank screen, performed hard reset, inverter is running and producing, called C-4, talked with Ben he is seeing it running and producing. Went off at 11/3/18 about 8:00AM Back on at 11/5/18 at 9:08AM. Estimated loss of production 49 hrs. and 8 minutes.. TechDispatched: Yes",,No,High,2018-11-03 00:00:00:00,2018-11-05 09:10:00:00,C3b,Inverter,05 - Refit(Reset),Failure Class 3 - single inverter off-line,Underperformance,,,0.35,019 - Unplanned outage/derate. ,OE-12129756,NC,2016-12-15,"IS-46 - Inverter W-A2-2 - Forced Outage. Inverter W-A2-2 faulted on 11-2-08 after 6pm once the plant was offline. Inverter did not start up with the rest of the plant on 11-3-18. 019 - Unplanned outage/derateW-A-2-2 Upon arriving found inverter in fault mode, checked HMI, it was a blank screen, performed hard reset, inverter is running and producing, called C-4, talked with Ben he is seeing it running and producing. Went off at 11/3/18 about 8:00AM Back on at 11/5/18 at 9:08AM. Estimated loss of production 49 hrs. and 8 minutes.. TechDispatched: Yes",inverter w forced outage inverter w faulted pm plant offline inverter start rest plant unplanned outage deratew upon arriving found inverter fault mode checked hmi blank screen performed hard reset inverter running producing called c talked ben seeing running producing went back estimated loss production hrs minutes techdispatched yes,"['inverter', 'w', 'forced', 'outage', 'inverter', 'w', 'faulted', 'pm', 'plant', 'offline', 'inverter', 'start', 'rest', 'plant', 'unplanned', 'outage', 'deratew', 'upon', 'arriving', 'found', 'inverter', 'fault', 'mode', 'checked', 'hmi', 'blank', 'screen', 'performed', 'hard', 'reset', 'inverter', 'running', 'producing', 'called', 'c', 'talked', 'ben', 'seeing', 'running', 'producing', 'went', 'back', 'estimated', 'loss', 'production', 'hrs', 'minutes', 'techdispatched', 'yes']","[(3, 1), (8, 1), (10, 5), (13, 1), (15, 2), (16, 2), (17, 1), (26, 1), (29, 1), (45, 1), (52, 1), (62, 1), (69, 1), (73, 1), (84, 1), (113, 1), (152, 1), (161, 2), (197, 1), (237, 1), (242, 1), (271, 1), (289, 1), (295, 1), (339, 1), (394, 1), (407, 1), (408, 1), (416, 1), (417, 1), (418, 1), (428, 2), (432, 1), (557, 1), (592, 2), (696, 1), (713, 1), (775, 1), (776, 1), (777, 1)]"
C3S385,WO-0265970,Ready to Schedule,Corrective,2019-04-20,2019-05-12,North Gainesville - Inverter 2.1 - Communications System Outage. Inverter 2.1 lost comms at 215PM. C4 verified production via some meter math. C4 cannot remote into this SMA 800 CP-US inverter at this time.. 020 - Data/Communication System Outage,. TechDispatched: Yes,,No,Normal,2019-04-20 09:00:00,2019-05-12 17:00:00,C3b,Inverter,,Failure Class 3 - single inverter off-line,Underperformance,,,3.99,020 - Data/Communication System Outage. ,,TX,2018-01-23,North Gainesville - Inverter 2.1 - Communications System Outage. Inverter 2.1 lost comms at 215PM. C4 verified production via some meter math. C4 cannot remote into this SMA 800 CP-US inverter at this time.. 020 - Data/Communication System Outage. TechDispatched: Yes,north gainesville inverter communications system outage inverter lost comms pm c verified production via meter math c remote sma cp us inverter time data communication system outage techdispatched yes,"['north', 'gainesville', 'inverter', 'communications', 'system', 'outage', 'inverter', 'lost', 'comms', 'pm', 'c', 'verified', 'production', 'via', 'meter', 'math', 'c', 'remote', 'sma', 'cp', 'us', 'inverter', 'time', 'data', 'communication', 'system', 'outage', 'techdispatched', 'yes']","[(3, 2), (5, 1), (10, 3), (15, 2), (17, 1), (25, 2), (26, 1), (27, 1), (52, 1), (109, 1), (124, 1), (132, 1), (197, 1), (216, 1), (217, 1), (223, 1), (328, 1), (517, 1), (519, 1), (591, 1), (716, 1), (778, 1), (779, 1), (780, 1)]"
C3S49,WO-1068512,Completed,Corrective,7/7/2019 8:00 AM,7/10/2019 10:10 AM,Carpenters Union- Inverter 1_1_9- Forced outage. Inverter 1_1_9 dropped offline soon after production began on 7/7/2019. C4 is unable to find a cause for this through the inverter GUI.A screenshot of the inverter web GUI's event page is attached.. 019 - Unplanned outage/derate,Power cycle unit and reset,,,Normal,2019-07-07 08:00:00,2019-07-10 10:10:00,C3c,Inverter,05 - Refit(Reset),Failure Class 3 - single inverter off-line,Underperformance,,,0.0,019 - Unplanned outage/derate,OE-0492700,MN,2018-12-01,Carpenters Union- Inverter 1_1_9- Forced outage. Inverter 1_1_9 dropped offline soon after production began on 7/7/2019. C4 is unable to find a cause for this through the inverter GUI.A screenshot of the inverter web GUI's event page is attached.. 019 - Unplanned outage/deratePower cycle unit and reset,carpenters union inverter forced outage inverter dropped offline soon production began c unable find cause inverter gui screenshot inverter web gui event page attached unplanned outage deratepower cycle unit reset,"['carpenters', 'union', 'inverter', 'forced', 'outage', 'inverter', 'dropped', 'offline', 'soon', 'production', 'began', 'c', 'unable', 'find', 'cause', 'inverter', 'gui', 'screenshot', 'inverter', 'web', 'gui', 'event', 'page', 'attached', 'unplanned', 'outage', 'deratepower', 'cycle', 'unit', 'reset']","[(3, 1), (8, 1), (10, 4), (13, 1), (15, 2), (17, 1), (28, 1), (29, 1), (231, 1), (234, 1), (242, 1), (252, 1), (454, 1), (489, 1), (515, 2), (520, 1), (523, 1), (544, 1), (653, 1), (781, 1), (782, 1), (783, 1), (784, 1), (785, 1), (786, 1)]"
C3S50,WO-0247762,Completed,Corrective,2019-02-06,2019-04-21,Seneca - String inv 1.2.5 - forced outage. Seneca - String inv 1.2.5 - forced outage - all other strings produced about 5 kw - could be snow cover. 023 - Snow,The site had snow throughout February. Closed this out as site has come on as snowmelt occurred.. TechDispatched: No,,No,Normal,2019-02-06 09:00:00,2019-04-21 17:00:00,C3b,Inverter,14 - Self Resolved,Failure Class 6 - string(s) off-line,Underperformance,,,0.0,023 - Snow. ,,MN,2018-08-31,Seneca - String inv 1.2.5 - forced outage. Seneca - String inv 1.2.5 - forced outage - all other strings produced about 5 kw - could be snow cover. 023 - SnowThe site had snow throughout February. Closed this out as site has come on as snowmelt occurred.. TechDispatched: No,seneca string inv forced outage seneca string inv forced outage strings produced kw could snow cover snowthe site snow throughout february closed site come snowmelt occurred techdispatched,"['seneca', 'string', 'inv', 'forced', 'outage', 'seneca', 'string', 'inv', 'forced', 'outage', 'strings', 'produced', 'kw', 'could', 'snow', 'cover', 'snowthe', 'site', 'snow', 'throughout', 'february', 'closed', 'site', 'come', 'snowmelt', 'occurred', 'techdispatched']","[(8, 2), (15, 2), (24, 2), (26, 1), (56, 2), (74, 1), (131, 1), (151, 2), (154, 1), (395, 1), (549, 1), (787, 1), (788, 1), (789, 1), (790, 1), (791, 2), (792, 2), (793, 1), (794, 1), (795, 1)]"
C2S115,17_015054,Closed,Corrective,2017-05-28 11:30:00,2017-05-28 13:35:00,Inverter offline due to hardware malfunction,Power Cycle. Hardware Replaced: ,4244.0,No,,2017-05-28 11:30:00,2017-05-28 13:35:00,C2,Inverter,Power Cycle,Hardware Malfunction,Full,,,,,,CA,2016-12-20,Inverter offline due to hardware malfunctionPower Cycle. Hardware Replaced: ,inverter offline due hardware malfunctionpower cycle hardware replaced,"['inverter', 'offline', 'due', 'hardware', 'malfunctionpower', 'cycle', 'hardware', 'replaced']","[(10, 1), (13, 1), (111, 1), (176, 2), (234, 1), (341, 1), (796, 1)]"
C3S51,WO-1072593,Completed,Corrective,12/30/2019 12:45 PM,12/31/2019 9:40 AM,Theis - Site - Low Production (Snow). 12/30/19 Theis is online and minimally producing due to snow in the area. Issue should self resolve when snow melts. Site visit not required.. 023 - Snow,site is online,,,Critical,2019-12-31 00:45:00,2019-12-31 09:40:00,C3c,Inverter,14 - Self Resolved,Failure Class 8 - equipment derate,Underperformance,,,0.0,023 - Snow,OE-4716859,MN,2018-12-31,Theis - Site - Low Production (Snow). 12/30/19 Theis is online and minimally producing due to snow in the area. Issue should self resolve when snow melts. Site visit not required.. 023 - Snowsite is online,theis site low production snow theis online minimally producing due snow area issue self resolve snow melts site visit required snowsite online,"['theis', 'site', 'low', 'production', 'snow', 'theis', 'online', 'minimally', 'producing', 'due', 'snow', 'area', 'issue', 'self', 'resolve', 'snow', 'melts', 'site', 'visit', 'required', 'snowsite', 'online']","[(12, 1), (16, 1), (17, 1), (20, 1), (56, 2), (144, 2), (205, 1), (228, 1), (249, 1), (341, 1), (389, 1), (399, 1), (553, 2), (792, 3), (797, 1), (798, 1), (799, 1)]"
C2S86,18_027905,Closed,Corrective,2018-02-11 15:00:00,2018-02-19 10:40:00,Inverter down with DC undervolt fault,Power Cycle. Hardware Replaced: ,5639.0,No,,2018-02-11 15:00:00,2018-02-19 10:40:00,C2,Inverter,Power Cycle,Unknown,Full,,,,,,MA,2010-07-08,Inverter down with DC undervolt faultPower Cycle. Hardware Replaced: ,inverter dc undervolt faultpower cycle hardware replaced,"['inverter', 'dc', 'undervolt', 'faultpower', 'cycle', 'hardware', 'replaced']","[(10, 1), (42, 1), (111, 1), (176, 1), (234, 1), (531, 1), (800, 1)]"
C3S16,WO-0222967,Completed,Corrective,2018-09-25 12:00:00,2018-09-28 11:40:00,Glynn --- inverter 4B --- forced outage Canceled OE deleted in batch process: OE-11093294. inv 4B is showing 0 production in both PF and Also. 019 - Unplanned outage/derate,"Ground fault was found to be the cause of the outage. Reset GFCI breaker, this has been a repetitive problem with this unit. We have surveyed the field as see no visual cause in source wire in array. Will continue to monitor closely. completed 9/28/18 - verified production via C4.. TechDispatched: No",,No,High,2018-09-25 12:00:00:00,2018-09-28 11:40:00:00,C3b,Inverter,05 - Refit(Reset),Failure Class 3 - single inverter off-line,Underperformance,,,0.0,019 - Unplanned outage/derate. ,,GA,2016-12-22,"Glynn --- inverter 4B --- forced outage Canceled OE deleted in batch process: OE-11093294. inv 4B is showing 0 production in both PF and Also. 019 - Unplanned outage/derateGround fault was found to be the cause of the outage. Reset GFCI breaker, this has been a repetitive problem with this unit. We have surveyed the field as see no visual cause in source wire in array. Will continue to monitor closely. completed 9/28/18 - verified production via C4.. TechDispatched: No",glynn inverter b forced outage canceled oe deleted batch process oe inv b showing production pf also unplanned outage derateground fault found cause outage reset gfci breaker repetitive problem unit surveyed field see visual cause source wire array continue monitor closely completed verified production via c techdispatched,"['glynn', 'inverter', 'b', 'forced', 'outage', 'canceled', 'oe', 'deleted', 'batch', 'process', 'oe', 'inv', 'b', 'showing', 'production', 'pf', 'also', 'unplanned', 'outage', 'derateground', 'fault', 'found', 'cause', 'outage', 'reset', 'gfci', 'breaker', 'repetitive', 'problem', 'unit', 'surveyed', 'field', 'see', 'visual', 'cause', 'source', 'wire', 'array', 'continue', 'monitor', 'closely', 'completed', 'verified', 'production', 'via', 'c', 'techdispatched']","[(3, 1), (8, 1), (10, 1), (15, 3), (17, 2), (26, 1), (29, 1), (46, 1), (68, 2), (70, 1), (84, 1), (98, 1), (114, 1), (124, 1), (151, 1), (172, 1), (226, 1), (242, 1), (250, 1), (271, 1), (305, 1), (320, 1), (321, 1), (323, 1), (330, 2), (333, 1), (445, 1), (490, 1), (519, 1), (544, 1), (608, 1), (782, 2), (801, 1), (802, 1), (803, 1), (804, 1), (805, 1), (806, 1), (807, 1), (808, 1), (809, 1)]"
C3S65,WO-1055757,Completed,Corrective,8/18/2019 12:05 PM,8/19/2019 7:50 AM,IS-46 - W-C1-2 - Forced Outage. Inverter W-C1-2 tripped on and offline since 11:14 AM EST. Inverter remains in Disconnected status. C4 does not remotely access inverters at IS-46. Site visit required. 019 - Unplanned outage/derate,"W/O 8/19/19 W/O#0294885 W-C1-2 upon arriving found inverter in Fault mode, HMI had Only Emergency Stop, performed C-B37 soft reset, inverter running and producing, called C-4, talked with Patrick, he sees it running and producing. Inverter off 8/18/19 at11:14 Inverter back on 8/19/19 at 07:54 Loss of production was 10 hours and 54 minutes",,,High,2019-08-19 00:05:00,2019-08-19 07:50:00,C3c,Inverter,05 - Refit(Reset),Failure Class 3 - single inverter off-line,Underperformance,,,0.67,019 - Unplanned outage/derate,OE-1027721,NC,2016-12-15,"IS-46 - W-C1-2 - Forced Outage. Inverter W-C1-2 tripped on and offline since 11:14 AM EST. Inverter remains in Disconnected status. C4 does not remotely access inverters at IS-46. Site visit required. 019 - Unplanned outage/derateW/O 8/19/19 W/O#0294885 W-C1-2 upon arriving found inverter in Fault mode, HMI had Only Emergency Stop, performed C-B37 soft reset, inverter running and producing, called C-4, talked with Patrick, he sees it running and producing. Inverter off 8/18/19 at11:14 Inverter back on 8/19/19 at 07:54 Loss of production was 10 hours and 54 minutes",w c forced outage inverter w c tripped offline since est inverter remains disconnected status c remotely access inverters site visit required unplanned outage deratew w w c upon arriving found inverter fault mode hmi emergency stop performed c b soft reset inverter running producing called c talked patrick sees running producing inverter inverter back loss production hours minutes,"['w', 'c', 'forced', 'outage', 'inverter', 'w', 'c', 'tripped', 'offline', 'since', 'est', 'inverter', 'remains', 'disconnected', 'status', 'c', 'remotely', 'access', 'inverters', 'site', 'visit', 'required', 'unplanned', 'outage', 'deratew', 'w', 'w', 'c', 'upon', 'arriving', 'found', 'inverter', 'fault', 'mode', 'hmi', 'emergency', 'stop', 'performed', 'c', 'b', 'soft', 'reset', 'inverter', 'running', 'producing', 'called', 'c', 'talked', 'patrick', 'sees', 'running', 'producing', 'inverter', 'inverter', 'back', 'loss', 'production', 'hours', 'minutes']","[(3, 6), (8, 1), (10, 6), (11, 1), (13, 1), (15, 2), (16, 2), (17, 1), (22, 1), (29, 1), (56, 1), (62, 1), (66, 1), (68, 1), (69, 1), (84, 1), (122, 1), (152, 1), (161, 4), (227, 1), (237, 1), (242, 1), (271, 1), (289, 1), (295, 1), (372, 1), (389, 1), (399, 1), (407, 1), (408, 1), (414, 1), (417, 1), (428, 2), (430, 1), (432, 1), (444, 1), (529, 1), (650, 1), (776, 1), (810, 1), (811, 1), (812, 1), (813, 1)]"
C3S159,WO-1058254,Completed,Corrective,9/2/2019 3:25 PM,,"Arthur - Site - Forced Outage. Site tripped offline due to undervoltage on B phase at 3:15PM EST on 9/2. Good utility voltage present, C4 to attempt to shut breaker remotely. Battery Problem light still lit on front panel display. SEL event file attached.. 019 - Unplanned outage/derate",. C4 was able to successfully close in site remotely,,,Critical,2019-09-02 15:25:00,2019-09-02 17:00:00,C3c,Inverter,13 - Remote Reset,Failure Class 1 - entire Plant off-line,Production Outage,,,0.0,019 - Unplanned outage/derate,OE-1427357,NC,2018-06-29,"Arthur - Site - Forced Outage. Site tripped offline due to undervoltage on B phase at 3:15PM EST on 9/2. Good utility voltage present, C4 to attempt to shut breaker remotely. Battery Problem light still lit on front panel display. SEL event file attached.. 019 - Unplanned outage/derate. C4 was able to successfully close in site remotely",arthur site forced outage site tripped offline due undervoltage b phase pm est good utility voltage present c attempt shut breaker remotely battery problem light still lit front panel display sel event file attached unplanned outage derate c able successfully close site remotely,"['arthur', 'site', 'forced', 'outage', 'site', 'tripped', 'offline', 'due', 'undervoltage', 'b', 'phase', 'pm', 'est', 'good', 'utility', 'voltage', 'present', 'c', 'attempt', 'shut', 'breaker', 'remotely', 'battery', 'problem', 'light', 'still', 'lit', 'front', 'panel', 'display', 'sel', 'event', 'file', 'attached', 'unplanned', 'outage', 'derate', 'c', 'able', 'successfully', 'close', 'site', 'remotely']","[(0, 1), (3, 2), (8, 1), (13, 1), (15, 2), (29, 1), (52, 1), (56, 3), (63, 1), (68, 1), (70, 1), (81, 1), (85, 1), (86, 1), (104, 1), (122, 1), (184, 1), (226, 1), (227, 2), (252, 1), (341, 1), (444, 1), (454, 1), (473, 1), (511, 1), (539, 1), (643, 1), (674, 1), (678, 1), (814, 1), (815, 1), (816, 1), (817, 1), (818, 1), (819, 1), (820, 1), (821, 1), (822, 1)]"
C3S128,WO-0245029,Completed,Corrective,2019-01-23 12:40:00,2019-01-23 22:05:00,Currin - Inverter 9 - Communication System Outage. Inverter 9 stopped communicating @ 1240PM on 1/23/19. Production has been verified via meter math.. 020 - Data/Communication System Outage,Self-resolved on 1/24. TechDispatched: Yes,,No,Normal,2019-01-23 12:40:00:00,2019-01-23 22:05:00:00,C3b,Inverter,14 - Self Resolved,Failure Class 3 - single inverter off-line,Underperformance,,,0.0,020 - Data/Communication System Outage. ,OE-14980318,NC,2015-12-31,Currin - Inverter 9 - Communication System Outage. Inverter 9 stopped communicating @ 1240PM on 1/23/19. Production has been verified via meter math.. 020 - Data/Communication System OutageSelf-resolved on 1/24. TechDispatched: Yes,currin inverter communication system outage inverter stopped communicating pm production verified via meter math data communication system outageself resolved techdispatched yes,"['currin', 'inverter', 'communication', 'system', 'outage', 'inverter', 'stopped', 'communicating', 'pm', 'production', 'verified', 'via', 'meter', 'math', 'data', 'communication', 'system', 'outageself', 'resolved', 'techdispatched', 'yes']","[(4, 1), (10, 2), (15, 1), (17, 1), (18, 1), (23, 1), (25, 2), (26, 1), (52, 1), (124, 1), (197, 1), (216, 2), (217, 1), (223, 1), (519, 1), (591, 1), (823, 1), (824, 1)]"
C3S196,WO-0203819,Closed,Corrective,2017-05-02 09:08:00,2017-05-02 10:30:00,WO-00003824 ; Husky ; Inverter 3 has a ground fault and is not producing---Created By; Andrey Kazantsev on: 05/02/2017? ; Fault Code: GF. Inverter 3 has a ground fault and is not producing---Created By; Andrey Kazantsev on: 05/02/2017. 001 - Ground fault,Checked and verified the ground fault fuse was good. Reset the ground fault breaker and restarted the inverter.. TechDispatched: No,,No,Normal,2017-05-02 09:08:00:00,2017-05-02 10:30:00:00,C3b,Inverter,12 - Other,Failure Class 3 - single inverter off-line,Underperformance,,,0.0,001 - Ground fault. ,,NC,2016-12-29,WO-00003824 ; Husky ; Inverter 3 has a ground fault and is not producing---Created By; Andrey Kazantsev on: 05/02/2017? ; Fault Code: GF. Inverter 3 has a ground fault and is not producing---Created By; Andrey Kazantsev on: 05/02/2017. 001 - Ground faultChecked and verified the ground fault fuse was good. Reset the ground fault breaker and restarted the inverter.. TechDispatched: No,wo husky inverter ground fault producing created andrey kazantsev fault code gf inverter ground fault producing created andrey kazantsev ground faultchecked verified ground fault fuse good reset ground fault breaker restarted inverter techdispatched,"['wo', 'husky', 'inverter', 'ground', 'fault', 'producing', 'created', 'andrey', 'kazantsev', 'fault', 'code', 'gf', 'inverter', 'ground', 'fault', 'producing', 'created', 'andrey', 'kazantsev', 'ground', 'faultchecked', 'verified', 'ground', 'fault', 'fuse', 'good', 'reset', 'ground', 'fault', 'breaker', 'restarted', 'inverter', 'techdispatched']","[(10, 3), (16, 2), (26, 1), (70, 1), (86, 1), (124, 1), (148, 1), (201, 2), (242, 1), (271, 5), (272, 1), (276, 5), (450, 1), (476, 1), (672, 1), (825, 2), (826, 1), (827, 1), (828, 2)]"
C2S6,16_001615,Closed,Corrective,2016-04-01 10:55:00,2016-04-11 15:35:00,Inverter showing reduced production due to incorrectly set  AC limits,Software/Firmware Adjustment. Hardware Replaced: ,810.0,No,,2016-04-01 10:55:00,2016-04-11 15:35:00,C2,Inverter,Software/Firmware Adjustment,Software Problem,Partial,,,,,,CA,2014-12-19,Inverter showing reduced production due to incorrectly set  AC limitsSoftware/Firmware Adjustment. Hardware Replaced: ,inverter showing reduced production due incorrectly set ac limitssoftware firmware adjustment hardware replaced,"['inverter', 'showing', 'reduced', 'production', 'due', 'incorrectly', 'set', 'ac', 'limitssoftware', 'firmware', 'adjustment', 'hardware', 'replaced']","[(10, 1), (17, 1), (65, 1), (111, 1), (176, 1), (341, 1), (357, 1), (400, 1), (490, 1), (621, 1), (829, 1), (830, 1), (831, 1)]"
