randid,Date_EventStart_Consistent,Date_EventEnd_Consistent,GeneralDesc,CompletionDesc,Asset,states,Commissioning_Date,DC_Size_kW,AC_Size_kW,PlantType,ArrayType,InverterType,InverterOEM
C3S397,2019-05-04 02:05:00:00,2019-05-06 14:30:00:00,Cascade - Inverters 1 & 2 - Forced Outage/Communications System outage. Inverters 1 & 2 offline/not communicating during start up 5/4/19. C4 has no access to the equipment and cannot verify if offline.. 019 - Unplanned outage/derate,EPC resolved on site.. TechDispatched: No,Inverter,TX,2019-04-10,14258.0,10000.0,Utility-scale,,central,
C3S397,2019-05-02 13:55:00:00,2019-05-02 16:45:00:00,Cascade - Inverter 1 - Forced outage. Cascade inverter 1 dropped offline @ 12:55. C4 has no remote access to the site.. 0000 - Unknown,Issue self resolved or was fixed by EPC. Inverter is online as of 1650 on 5/2/19. TechDispatched: No,Inverter,TX,2019-04-10,14258.0,10000.0,Utility-scale,,central,
C3S175,2018-06-04 15:44:00:00,2018-06-07 11:29:00:00,WO-00011639 ; Hood Farm ; Site - Other ;. Perform site inspection to determine the quantity and type of all spare parts left on site. Document and provide to Operations Engineer.---Created By; Justin Waag on: 06/04/2018. ,"Completed site inventory of spare parts/materials. The list is posted here, in the WO notes, and the labor line note. 1 pallet with 16 mods. 1 pallet with 26 mods (unopened box). Hundreds of purlins, top chords, and support brackets. Mods and racking are staged under the array closest to the entrance. A pallet of cinder blocks located near the entrance (these might actually be used at some point). A 40' shipping container is located just inside the gate, but is currently empty.. TechDispatched: No",Plant,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2017-08-23 11:10:00:00,2017-10-24 12:20:00:00,WO-00005834 ; Hood Farm ; Site - Site Conditions ;. Handoff Inspection. Meet Barry Rash on site to change lock code or lock and inspect site conditions. Barry's contact information is barry.rash@us.q-cells.com and mobile # 803-627-6711---Created By; Saurabh Aneja on: 08/23/2017. ,"Did a site walk through with EPC. The site is very wet. Vegetation is not causing significant performance issues, but is overtaking perimeter fence. Punchlist items are not complete. There are two piles that have sunk ~1'. Module 1.5 is down, and EPC was notified on the 20th, but they had not pursued any resolution. Hung gate sign and changed combo lock. The lock box for all of the keys could not be opened. All LOTO locks are still installed.. TechDispatched: No",Plant,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2018-06-07 09:46:00:00,2018-06-07 10:59:00:00,WO-00011717 ; Hood Farm ; Site - Other ;. Technician Marc Huck is meeting Casey from Radian Gen for site walkthrough and inspection.---Created By; Durwood Moore on: 06/07/2018. 002 - Arc fault,Escorted KC for his site inspection. Verified with C4 that there were no outages prior to leaving the site.. TechDispatched: No,Plant,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2018-02-09 12:45:00:00,2018-02-09 16:40:00:00,WO-00008955 ; Hood Farm ; POI/Medium Voltage - Production Outage ;. All inverters offline.---Created By; Phillip Thomas on: 02/09/2018. 019 - Unplanned outage/derate,Inspected pole mounted and pad mounted MV equipment for root cause of primary cut out fuse blowing. Found no visual faults. Requested service from T&D Electrical to replace 200 amp cut out fuse.. TechDispatched: No,Plant,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2018-12-23 16:50:00:00,2019-02-12 17:00:00,Hood Farm - Mod 1.2 - Forced outage. Mod 1.2 is offline reading 0kW in PowerFactors.. 019 - Unplanned outage/derate,"OEM made site visit to make this repair, along with several others. Details from field report will be added once available. Inverter 1 had IGBTs, DC contactors, and a DC fuse replaced. Inverter 2 had DC contactors replaced, and fan circuit troubleshooting. Inverter 3 had DC contactors replaced.. TechDispatched: Yes",Plant,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2018-11-09 09:00:00,,WO to investigate underperformance. WO to investigate underperformance. 0000 - Unknown,. TechDispatched: No,Plant,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2018-09-30 12:00:00:00,2018-10-01 17:00:00,"Hood Farm- Site- Forced outage. Site offline, possibly due to blown dip pole fuse/cutout. C4 cannot find any other issues, and this is the diagnosis from a similar issue in the past.. 0000 - Unknown",Site was back on line by the time I had arrived.. TechDispatched: Yes,Plant,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2019-04-02 09:00:00,2019-04-17 17:00:00,"Hood Farm-POI Hot Spot-Riser Pole- As of 3.27.2019. During the annual thermal scan at Hood Farm on 3.27.19, a hot spot on the easternmost phase of the riser pole was found. The hot spot is on the fused cutout assembly towards the bottom of the assembly, and looks to be due to a loose connection, not the actual fuse. Attached is both are images of the riser pole with the specific location, as well as the 3LD for the site. Please reach out to ccruas@ccrenew.com for any questions.. 010 - Over temperature",Volt Power was out here and took the site offline. They checked all of the fittings and connections on the riser pole and tightened up all of the loose connections. The site has been returned to service.. TechDispatched: Yes,Plant,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2018-08-06 12:30:00:00,2018-08-07 08:10:00:00,Hood Farm - Site -Forced Outage. Site offline @1230 6-Aug. Can connect to cell modem but no other access.. 0000 - Unknown,Volt power came out and replaced a pole fuse. After the site came back online C4 could not see some mods on the inverter. I went and checked all of the mods and they were all on. The only mod they cannot see is 3.6. The inverter is producing as it should. There is just a communication issue with that mod. I looked at it and everything looked good on my end. I will reach out to power electronics to see if they can resolve the problem.. TechDispatched: Yes,Plant,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S203,2017-12-07 12:49:00:00,2017-12-07 12:49:00:00,WO-00007740 ; Warren Place ; Site - Other ;. ECP handoff inspection---Created By; Phillip Thomas on: 12/07/2017. ,Enertis inspection. TechDispatched: No,Plant,NC,2015-05-19,6259.0,4950.0,Utility-scale,Fixed,central,SMA America
C3S203,2018-08-25 07:30:00:00,2018-08-29 07:30:00:00,Warren Place - Site - Offline/not communicating. C4 unable to verify production. Cell modem and meters are not accessible.. 020 - Data/Communication System Outage,"Checked the local network to pinpoint the issue on that end. All equipment pinged successfully except for the modem. No visible issues found with the modem or switch. Plugged directly into the modem and it pinged fine. Verified the modem?s cable was good and moved its Ethernet to a different port on the switch. Modem could then be pinged successfully. Wrote ?bad? next to the defective port on the switch, and verified with C4 that communications were restored prior to leaving the site.. TechDispatched: Yes",Plant,NC,2015-05-19,6259.0,4950.0,Utility-scale,Fixed,central,SMA America
C3S114,2019-05-07 13:40:00:00,2019-05-08 12:05:00:00,Angel Solar - Inverter2 - Forced outage. Angel Solar - Inverter2 - Forced outage - this inverter has tripped offline multiple time in the last few days - reading other completion notes looks like a problem w/ the VFD. 019 - Unplanned outage/derate,. TechDispatched: Yes,Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2019-05-03 18:00:00:00,2019-05-04 14:40:00:00,Angel - Inverter 2 - Forced outage. Inverter dropped offline again today at 6pm. 2 technicians visited site 2 times on 5/3/19 and were able to get the inverter running for 30 mins before shut off.. 018 - Planned outage/derate,"5/4/19 - Arrived on site and checked in with C4. Found Inverter 2 offline with a CTF 12: Blower Fault and CTF 13: Blower Control Fault. Opened Cooling cabinet and found the VFD device displayed a F1 14 fault: Over temperature. Reset and cleared Fault on VFD. Reset and cleared Fault on HMI of Inverter. Gave Inverter Power cycle and Inverter Started up and resumed normal operation. Stayed on site for 1 hour to monitor and all appeared normal. This is the 3rd time this has happened, see WO:270144, WO:269963. Previous Technicians stated that they may have not cleared VFD faults properly which may have caused inverter to start up but trip off after 30 minutes.. TechDispatched: Yes",Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2019-05-03 12:45:00:00,2019-05-03 17:35:00:00,Angel - Inverter 2 - Forced outage. Inverter 2 dropped offline after running for 30 mins. Pierce believes it may be a bad fuse or a loose part.. 019 - Unplanned outage/derate,"Arrived on site and Inverter 2 had same Faults as last tech found on previous dispatch. Inverter displayed a CTF12 and CTF 13 fault, which are Blower faults. Reset the VFD which corresponds to the blower fault and power cycled the inverter and the inverter started up and started producing. Waited for 20 minutes and inverter remained on and producing. Check out of site with C4 and confirmed that they could see inverter.. TechDispatched: Yes",Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2019-05-02 13:20:00:00,2019-05-03 12:15:00:00,Angel - Inverter 2 - Forced outage. Angel Inverter 2 dropped offline at 130 PM. C4 does not have remote access to this inverter. 0000 - Unknown,"Arrived on site to inverter 2 faulted with a blower fault and blower control fault. Checked the F52-F54 fuses that correspond with the blower, but they had not cleared. After inspecting the blower fan cabinet, I noticed the VFD module had become unseated. I reseated the module and cleared the fault on the HMI. I then enabled the inverter and after the reconnect countdown, the contactors closed and the inver began producing power. I was able to force the blower on and off. Checked out of site with C4 and they confirmed inverter was online and communicating again.. TechDispatched: Yes",Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S114,2018-07-17 07:18:00:00,2018-07-17 13:40:00:00,Angel - Inverter 3 - Forced Outage. Inverter 3 did not start morning of 07/17/18. Unknown fault indicated at inverter. Screenshot attached.. 007 - Over current,2018.07.17 Arrived on site and discovered that a fuse for phase B on pump contactor was cleared. Replaced the fuse for phase B and cleared the fault. Inverter started back up and began exporting.. TechDispatched: Yes,Inverter,NC,2015-10-07,6908.0,5010.0,Utility-scale,Fixed,central,Eaton Cooper Crouse-Hinds
C3S300,2019-01-28 09:00:00,2019-02-12 17:00:00,"Railroad - Single Tracker - Forced Outage. Technician on site found PAD 2, Controller 1 TCU 2 offline. WO made for tracking.. 019 - Unplanned outage/derate","Vale Electric performed trenching, installation of conduit, and pulling of tracker control wire. Affected tracker was found to be in line with adjacent trackers after recalibration and subsequent site visits.. TechDispatched: Yes",Tracker,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2018-11-01 09:00:00,2019-06-03 17:00:00,Transformer 3 - leak. Transformer 3 is leaking at the tap changer. Discussion with Swinerton is ongoing regarding who is responsible for the repair. 013 - Broken,. TechDispatched: Yes,Transformer,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S220,2018-09-24 09:30:00:00,2018-09-24 15:15:00:00,south louisburg --- inv 3 --- forced outage Canceled OE deleted in batch process: OE-10823746. inv 3 showing 0 production verified thru meter. 0000 - Unknown,I've added coolant to inverter 3 in order to bring the coolant pressure up for proper operation. The inverter restarted with no issues and production was confirmed with C4.. TechDispatched: Yes,Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S175,2018-06-15 09:00:00,2018-07-23 17:00:00,Meter Reading is incorrect. POA reading is less than what it should be. Max reading only around 100 w/m^2. 020 - Data/Communication System Outage,"Talked to Justin Waag, who informed us to take photographs of the nameplate of both pyranometers due to belief that the sensitivity settings were entered incorrectly, causing false readings. We took pictures and emailed them to Justin. TechDispatched: Yes",Pyranometer,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2019-02-02 09:00:00,2019-02-06 17:00:00,Hood Farm - Mod 2.5 - Forced Outage. Found fault code (F86 IGBT Temp.) for Mod 2.5 on PowerTrack and remotely reset via PowerComms on 2/2/2019. Production needs to verified in morning.. 019 - Unplanned outage/derate,PE technician did troubleshooting on the fan circuit.. TechDispatched: No,Inverter module,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2018-12-21 09:00:00,2018-12-24 17:00:00,Hood Farm - Mod 2.9 - Forced outage. Hood Farm - Mod 2.9 - Forced outage - FLT 67 Bus Diff Vol - C4 has not attempted a remote reset on this fault yet. 0000 - Unknown,We replaced the positive DC contactor and the Mod is producing. We checked with C4 before we left.. TechDispatched: Yes,Inverter module,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2019-04-28 09:00:00,2019-05-01 17:00:00,Hood - Mod 2.9 - forced outage. Hood - Mod 2.9 - forced outage - Bus Diff fault - C4 cleared but faulted back offline next day. 019 - Unplanned outage/derate,"We had a bad DC contactor on the mod. We had an extra one onsite and replaced it, so the module is producing.. TechDispatched: Yes",Inverter module,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S175,2019-04-12 09:00:00,2019-04-16 17:00:00,"Hood Farm - Mod 2.9 - Forced outage. Mod 2.9 faulted offline on 4/10/19. The ""F40 Homopolarity"" fault appeared several times. C4 remotely cleared the error the morning of 4/12/19. C4 will verify production with full irradiance.. 0000 - Unknown",Mod has been online for the last few days - no checkins for the WO - assumed remote reset corrected the problem. TechDispatched: No,Inverter module,NC,2017-08-01,7002.0,5070.0,Utility-scale,Fixed,central,Power Electronics
C3S211,2018-10-17 08:00:00:00,2018-10-17 09:45:00:00,Innovative 48 - Inverter 1 - Communications outage. Inverter 1 is not communicating in PowerFactors or Skytron. Verified production by logging into Inverter Web Portal. Screenshot attached.. 0000 - Unknown,"Power cycled comms equipment and inverter, inverter began to communicate. Verified with C4.. TechDispatched: Yes",Meter,NC,2015-12-10,6326.0,5550.0,Utility-scale,Fixed,central,SMA America
C3S211,2019-01-10 13:30:00:00,2019-01-17 15:15:00:00,IS-48 - Inverter 2 - Forced outage. IS-48 - Inverter 2 - Forced outage - John bertek from SMA was on site doing PMs when it apear a stack failed - John started a ticket w/ SMA. 013 - Broken,Inverter stack replaced. Verified production with C4.. TechDispatched: Yes,Inverter,NC,2015-12-10,6326.0,5550.0,Utility-scale,Fixed,central,SMA America
C3S211,2018-06-30 15:15:00:00,2018-07-01 13:00:00:00,IS-48----inverter 2----forced outage. IS-48----inverter 2----forced outage C4 tried to remotely access inverter---unsuccessful virtual meter is reading 0 output. 020 - Data/Communication System Outage,. TechDispatched: Yes,Inverter,NC,2015-12-10,6326.0,5550.0,Utility-scale,Fixed,central,SMA America
C3S27,2019-02-23 09:00:00,,"East Bridgewater - Mulitple Pad 3 String Inverters -Forced outage. String inverters 3.1.1, 3.1.2, 3.1.3, 3.1.4, 3.1.5 were offline on 2/23/19.. 019 - Unplanned outage/derate",covered under WO 236627 Created in error. TechDispatched: No,Pad,MA,2016-01-13,2822.0,2340.0,Utility-scale,Fixed,string,SMA America
C3S220,2017-07-24 07:31:00:00,2017-08-21 16:36:00:00,"WO-00005297 ; South Louisburg ; Central Inverter - Production Outage ;. INV B is offline, DAS reports a ground fault---Created By; Rush Ferrell on: 07/24/2017. 001 - Ground fault","Inverter showing ground fault. The GF fuse is good, the GF breaker was reset and the inverter is online.. TechDispatched: No",Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S220,2017-11-11 10:13:00:00,2017-11-12 11:50:00:00,"WO-00007436 ; South Louisburg ; Central Inverter - Production Outage ; Fault Code: [TMH15]. Inverters A, B offline with coolant pressure faults---Created By; Phillip Thomas on: 11/12/2017. 019 - Unplanned outage/derate","Upon arrival I found inverters A and B offline with coolant pressure faults, and inverter C's coolant pressure was at 20 psi. I added coolant to all inverters to bring the coolant pressure up to 27 psi. All inverters are producing.. TechDispatched: No",Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S220,2017-11-11 10:13:00:00,2017-11-11 13:52:00:00,"WO-00007433 ; South Louisburg ; Central Inverter - Production Outage ; Fault Code: [TMH15]. Inverters A, B offline with coolant pressure faults---Created By; Julien Glover on: 11/11/2017. 019 - Unplanned outage/derate","Inverter B came back up at 1:46 and inverter A at 1:52. After forcing the pump for several minutes, temp and pressure built up enough to resume normal operations.. TechDispatched: No",Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S220,2017-09-10 08:39:00:00,2017-09-22 15:40:00:00,"WO-00006034 ; South Louisburg ; Central Inverter - Production Outage ; Fault Code: Inlet Water Temp [THM16], Inverter Fault H. Previously this inverter had a water temp fault. At that time, the technician, with advice of Eaton, checked connections on the CAUX2 board and the Temperature Transducer. After repeated faults, Eaton stated that this is most likely a faulty CAUX2 board or Transducer. From previous experiences, these parts were sent from Samuel Delacruz around the time of 9/7/2017---Created By; Saurabh Aneja on: 09/10/2017. 019 - Unplanned outage/derate","Inverter faulted out on ""Water Temp"" Fault. I found coolant temp to be 20C and Pressure to be 22 PSI. I informed Sam Delacruz of this as he has diagnosed it as a bad CAUX board and temp transducer but I think coolant needs to be added also. I restarted inverter 2x and each time it faulted on the same fault. I traced wire number 5023 from the TT to the CAUX board, checked connections, measured violtages and confirmed termination connectivity. After this restart, the inverter faulted again. Leaving this as a CAUX board - TT fault and only part replacement will enable a successful restart. Part arrived at Eaton Morrisville office on 9/22. Andy Clack is picking it up. 9/22/17, I replaced the CAUX 2 board and temperature transducer. The inverter was still throwing the coolant faults. I called Sam, the new boards have DIP switchs that need to be set. Number 1 has to be off, 2 through 8 has to be on. Also there are jumpers that need to be taken off the old CAUX board, JIN 4 through 9. The jumpers must be installed on the new board on the same JIN 4 through 9. Pics will be in box.. TechDispatched: No",Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S220,2017-09-06 15:38:00:00,2017-09-07 10:00:00:00,"WO-00005992 ; South Louisburg ; Central Inverter - Production Outage ;. Inverter C is offline with DAS reading: Inlet Water Temp [THM16], Inverter Fault---Created By; Julien Glover on: 09/06/2017. 019 - Unplanned outage/derate","Took pics of the coolant temp and historical faults. Power cycled the inverter, it restarted with no issues. No faults after monitoring for twenty minutes.. TechDispatched: No",Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S220,2017-09-04 09:22:00:00,2017-09-05 13:09:00:00,"WO-00005962 ; South Louisburg ; Central Inverter - Production Outage ;. Inverter C is offline with DAS reading: Inlet Water Temp [THM16], Inverter Fault---Created By; Saurabh Aneja on: 09/04/2017. 019 - Unplanned outage/derate",The inverter was showing a coolant water temp fault but was showing 23 degrees on the HMI. I talked with Sam from Eaton and he said it was probably a Faulty CAUX 2 board but the inverter restarted with a power cycle and has been running since. If it faults out again Sam will start the RMA process and send a new CAUX board. TechDispatched: No,Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S220,2017-04-01 13:44:00:00,2017-04-19 16:07:00:00,WO-00003413 ; South Louisburg ; Inverter B is faulted with IFS3 fault and is not producing.---Created By; Andrey Kazantsev on: 04/01? ; Fault Code: IFS3. Inverter B is faulted with IFS3 fault and is not producing.---Created By; Andrey Kazantsev on: 04/01/2017. 019 - Unplanned outage/derate,Troubleshooting inverter 2 with Eaton. Found a blown fuse associated with the K8 contacter. Stack one is disabled and inverter is running at two thirds capacity.. TechDispatched: No,Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S220,2017-03-17 10:54:00:00,2017-03-17 13:24:00:00,WO-00003303 ; South Louisburg ; Inverter C is offline---Created By; Saurabh Aneja on: 03/17/2017?. Inverter C is offline---Created By; Saurabh Aneja on: 03/17/2017. 019 - Unplanned outage/derate,Restarted inverter C after it faulted due to low coolant temp.. TechDispatched: No,Inverter,NC,2016-08-31,6979.0,5010.0,Utility-scale,Fixed,Central,Eaton Cooper Crouse-Hinds
C3S80,2017-10-19 07:32:00:00,2017-10-19 15:12:00:00,"WO-00007105 ; Maxton ; String - Production Outage ;. Strings found during aerial thermal scan: 1.5.6, 1.4.4, 2.6.12, 2.6.11, 3.5.6, 4.4.11, 4.5.3, 4.6.9, 4.6.8 (double), 5.2.1, 5.4.5, and 6.8.2 found not producing.---Created By; Jason Holt on: 10/19/2017. 019 - Unplanned outage/derate",Troubleshot all reported string outages. Repaired and tested all but two that are underperforming due to veg. Veg issue has been escalated.. TechDispatched: No,String,NC,2016-09-20,7008.0,5280.0,Utility-scale,Fixed,central,SMA America
C3S370,2019-02-11 09:00:00,,Cosby HS - Site - Forced outage. Cosby ES has not updated since 2/8/19. Cannot verify production. Assume site offline.Last comms 2/22/19. 019 - Unplanned outage/derate,. TechDispatched: No,Plant,TN,2018-07-09,49.0,49.0,Distributed Generation,,string,
C3S370,2018-12-17 09:00:00,,Cosby HS- Inverter 4- Forced outage. Inverter 4 not showing production in Fronious. 019 - Unplanned outage/derate,. TechDispatched: No,Plant,TN,2018-07-09,49.0,49.0,Distributed Generation,,string,
C3S397,2019-05-02 13:20:00:00,2019-05-02 13:50:00:00,Cascade: Inverter 3 - Forced outage. Cascade Inverter 3 dropped offline @ 1225 PM. C4 has no remote access to CASCADE.. 0000 - Unknown,. TechDispatched: No,Inverter,TX,2019-04-10,14258.0,10000.0,Utility-scale,,central,
C3S397,2019-05-02 14:45:00:00,2019-05-02 17:00:00,Cascade - Inverter 2 - Forced outage. Cascade inverter 2 offline as of 240PM. C4 has no remote access to site.. 019 - Unplanned outage/derate,Issue was either self resolved or fixed by EPC. Inverter back online in PF as of 1550 on 5/2/19. TechDispatched: No,Inverter,TX,2019-04-10,14258.0,10000.0,Utility-scale,,central,
C3S300,2017-04-20 08:55:00:00,2017-04-20 08:56:00:00,WO-00003699 ; Railroad ; site curtailed by Idaho Power---Created By; Sean P. McCormick on: 04/20/2017?. site curtailed by Idaho Power---Created By; Sean P. McCormick on: 04/20/2017. ,site curtailed by utility to about 3075kW for approximately 3 hours. TechDispatched: No,Plant,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2018-04-18 15:35:00:00,2018-04-18 15:50:00:00,WO-00010486 ; Railroad ; Site - Workmanship ;. Inspection for a SMA ticket getting nameplates and other information.---Created By; Michael Smith on: 04/18/2018. ,Inspection of MVT?s and photos of nameplates for warranty claims through SMA.. TechDispatched: No,Plant,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2018-05-20 20:43:00:00,2018-05-21 11:15:00:00,WO-00011294 ; Railroad ; Site - Communications Outage ;. Railroad farm stopped communicating/producing on 05/20/18 @ 1510. Cell modem and inverters are inaccessible to verify production. *****Was verified to be a comms outage*****---Created By; Sean M. McCormick on: 05/20/2018. 020 - Data/Communication System Outage,Inspected overhead lines and communication cabinet. Verified production at meter. Power cycled comm cabinet and confirmed production with C4.. TechDispatched: No,Plant,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2018-01-15 12:28:00:00,2018-01-23 15:00:00:00,WO-00008492 ; Railroad ; Site - Communications Outage ;. All three inverters at the site have not communicated since 8:00 AM (MST). Meters and weather sensors are also not communicating and the cell modem cannot be accessed. C4 is unable to remotely access the VPN required to check inverter production. The issue is experienced in both PowerFactors and SOLV.---Created By; Ben Knowles on: 01/15/2018. 020 - Data/Communication System Outage,attempted multiple power cycles of inverter. Inverter fault 8713 would not clear. SMA service is required. 01/23- SMA service tech was onsite and updated the MODBUS profile. Inverter 1 is now communicating with the local plant controller properly.. TechDispatched: No,Plant,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2017-08-16 10:57:00:00,2017-08-21 03:00:00:00,"WO-00005705 ; Railroad ; Site - Communications Outage ;. Updated, site not communicating. Site offline, no production.---Created By; Reuben Valeriano on: 08/16/2017. 019 - Unplanned outage/derate",Arrived on site and checked at the pads to see if the site was producing power. It was so I went to the DAS enclosure at the dip poles and performed a power cycle. After power cycle the NOC still could not view the site I called Centurylink and created a ticket with circuit services. Was fixed by Sam by power cycling UPS.. TechDispatched: No,Plant,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2019-01-27 10:55:00:00,2019-02-22 17:00:00,"Railroad - Site - Forced outage/Communication system outage. Site is offline/not communicating as of 0855 on 01/27/19. C4 is unable to connect to the Cisco AnyConnect VPN to access any equipment on the site to verify production. 1/28 Wade Fitzgerald verified on site, the site is producing. 020 - Data/Communication System Outage","New firewall was received via mail yesterday, installed firewall and confirmed communications with site and field equipment with C4.. TechDispatched: No",Plant,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2018-11-13 09:00:00,2018-11-29 17:00:00,Communications outage. Idaho Power has intermittent communications on their metering circuit (POTS). 020 - Data/Communication System Outage,Communications were confirmed at Railraod via remote in from C4 and were also confirmed through dialing into Idaho Power's POTs line. Resolution is deemed to be a modem reset performed by Idaho Power.. TechDispatched: No,Plant,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2018-10-23 09:00:00,2018-10-29 17:00:00,Railroad - Site - Planned outage. Railroad Site is being taken offline to repair and investigate a leaking bayonet fuse in Transformer #2. Outage should be finished by the morning. 9:18 PM 10/23/2018 C4 called Zach at idaho power railroad 9:29 PM 10/23/2018 soft stoped all three inverter at rail road site went to parameters and changed opmod parameter to stop 9:34 PM 10/23/2018 idaho power open recloser at site was verified by our technician wade fitzgerald because comms were lost to idaho as well when site was opened. 018 - Planned outage/derate,site was closed in by idaho power. c4 remotely set all 3 inv back to operation mode from stop mode. TechDispatched: Yes,Plant,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2018-10-10 09:00:00,2018-10-24 17:00:00,UPS Head Unit Replacement. UPS Control unit failed due to IPCO Recloser failure.. 0000 - Unknown,Head unit for SCADA cabinet UPS was replaced and incorporated into AC system. UPS was found to be operational and confirmed with C4 communicating with site.. TechDispatched: No,Plant,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2018-09-29 12:55:00:00,2018-10-01 12:40:00:00,"Railroad - Site - Forced Outage Canceled OE deleted in batch process: OE-11182983. ID Power called and informed us that the site is offline. They are showing hot up to their P297. The relay indicates the fault is on our end. ID power completed repairs to their recloser, but coms remain offline. In the past, this issue has needed a powercycle of the UPS, or similar. ID power cannot verify production of the site, and they will also not be able to meter the production IF the site is actually online. C4 is unable to verify production at this time. Grid characteristics remain optimal for reenergization.. 019 - Unplanned outage/derate","Arrived on site and first inspected POI. Immediately saw burning on A phase on Idaho Power's Recloser. noticed all three insulators were charred and melted. Found a bird carcass directly below A phase on the ground. inspected all CCR POI connections and no fuses had thrown flags and all cut outs were in proper alignment. There was no charring or any signs of arcing on CCR Equipment. Inspected the site perimeter and all connections on the primary side of all three pad mounted transformers. No burning or charring was found. Speaking with Idaho Power SCADA technician analyzing the fault codes, they found that the fault came from their side. Fault began on A phase to ground and then arced across B & C phase. Idaho Power was not able to reach their RTU or communicate with the site. KRis Ivers arrived on site around 4:15 PM, power cycled communications cabinet and checked terminations and connections. Found a fault on the UPS but was not able to clear fault. All inverters had AC power connected. We reached out to Solv for direction but were not able to communicate with any of their engineers or support specialist. Kris and I arrived on site on Monday, OCtober 1, at 9 AM. We found that the UPS blocked power to the rest of the cabinet. We have temporarily by-passed the UPS and have all of the communications devices plugged into cabainet recepticle. C4 verified equipment communication and production. We Box link for pictures attached in notes and attachments.. TechDispatched: Yes",Plant,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
C3S300,2018-09-11 09:00:00,2018-09-11 17:00:00,Broken module on CB.1.1.1.C.3. Broken Module Found during UAS scan.. 013 - Broken,Notes indicate WO complete. TechDispatched: No,Plant,OR,2016-12-03,5891.0,6600.0,Utility-scale,Tracker,,SMA America
